,phs_col:phs_col_dp.State_phos_module_4.Matrix_t_phos_module_4.Matrix_t_phos_module_4_3,phs_col:phs_col_dp.State_phos_module_4.Matrix_t_phos_module_4.Matrix_t_phos_module_4_17,phs_col:phs_col_dp.State_phos_module_4.Matrix_t_phos_module_4.Matrix_t_phos_module_4_18,
2012/04/26 15:58:46.304,,,-25.018673539948,
2012/04/26 16:00:58.866,-24.934814806119,,,
2012/04/26 16:52:47.502,,-24.975317776534,,
2012/04/26 16:58:48.109,,,-25.016772131063,
2012/04/26 17:01:07.733,-24.927314802187,,,
2012/04/26 17:52:49.807,,-24.976067422826,,
2012/04/26 17:58:48.664,,,-25.022732321163,
2012/04/26 18:01:08.226,-24.934951828106,,,
2012/04/26 18:53:17.971,,-24.976084335807,,
2012/04/26 18:58:57.251,,,-25.019130806392,
2012/04/26 19:01:08.828,-24.927466592831,,,
2012/04/26 19:53:26.011,,-24.97616843945,,
2012/04/26 19:59:17.540,,,-25.022777707192,
2012/04/26 20:01:17.742,-24.929220764559,,,
2012/04/26 20:53:26.613,,-24.975418328621,,
2012/04/26 20:59:25.361,,,-25.030913860444,
2012/04/26 21:01:26.547,-24.930099474999,,,
2012/04/26 21:53:35.855,,-24.983586406843,,
2012/04/26 21:59:32.416,,,-25.022777707192,
2012/04/26 22:01:34.805,-24.927465670092,,,
2012/04/26 22:53:48.598,,-24.975368513826,,
2012/04/26 22:59:34.111,,,-25.020926649871,
2012/04/26 23:01:36.282,-24.931819109602,,,
2012/04/26 23:53:56.132,,-24.976046204722,,
2012/04/26 23:59:47.426,,,-25.022827980665,
2012/04/27 00:01:54.407,-24.938199972875,,,
2012/04/27 00:54:02.834,,-24.976196519357,,
2012/04/27 00:59:52.395,,,-25.031532531423,
2012/04/27 01:01:54.675,-24.943077948244,,,
2012/04/27 01:54:10.108,,-24.967815414619,,
2012/04/27 02:00:01.747,,,-25.027384654902,
2012/04/27 02:01:54.840,-24.935748068932,,,
2012/04/27 02:54:12.898,,-24.975361172431,,
2012/04/27 03:00:02.567,,,-25.028573283864,
2012/04/27 03:01:55.770,-24.943219733016,,,
2012/04/27 03:54:25.203,,-24.97541832862,,
2012/04/27 04:00:11.591,,,-25.027305417294,
2012/04/27 04:02:04.575,-24.931958440846,,,
2012/04/27 04:54:31.711,,-24.96381625028,,
2012/04/27 05:00:23.568,,,-25.019030173885,
2012/04/27 05:02:13.599,-24.943068870819,,,
2012/04/27 05:54:53.750,,-24.971166540803,,
2012/04/27 06:00:30.076,,,-25.022732476956,
2012/04/27 06:02:13.982,-24.934774263345,,,
2012/04/27 06:55:00.805,,-24.963664032852,,
2012/04/27 07:00:37.241,,,-25.018623224514,
2012/04/27 07:02:39.302,-24.93556933614,,,
2012/04/27 07:55:07.970,,-24.967461199229,,
2012/04/27 08:00:39.046,,,-25.006609882166,
2012/04/27 08:02:41.326,-24.934965668711,,,
2012/04/27 08:55:16.517,,-24.971216816913,,
2012/04/27 09:00:39.452,,,-25.019069315447,
2012/04/27 09:02:49.818,-24.934915381181,,,
2012/04/27 09:55:21.642,,-24.963664032852,,
2012/04/27 10:00:42.656,,,-25.019030173885,
2012/04/27 10:02:49.967,-24.939852327093,,,
2012/04/27 10:55:34.603,,-24.966446074259,,
2012/04/27 11:00:50.695,,,-25.019130806392,
2012/04/27 11:02:50.788,-24.939799342265,,,
2012/04/27 11:55:44.283,,-24.956182695078,,
2012/04/27 12:01:06.172,,,-25.02282802256,
2012/04/27 12:03:44.218,-24.939912881151,,,
2012/04/27 12:55:55.057,,-24.967815414619,,
2012/04/27 13:01:06.664,,,-25.027384654903,
2012/04/27 13:04:19.054,-24.939822050052,,,
2012/04/27 13:56:11.409,,-24.976016683881,,
2012/04/27 14:01:19.954,,,-25.027339269119,
2012/04/27 14:04:38.140,-24.939923550993,,,
2012/04/27 14:57:14.464,,-24.960464765257,,
2012/04/27 15:01:24.931,,,-25.011621511775,
2012/04/27 15:04:48.586,-24.947422188072,,,
2012/04/27 15:57:15.175,,-24.976017606407,,
2012/04/27 16:01:25.423,,,-25.021896297169,
2012/04/27 16:04:57.281,-24.944427586151,,,
2012/04/27 16:57:24.308,,-24.976479194619,,
2012/04/27 17:01:25.916,,,-25.031443030857,
2012/04/27 17:04:57.883,-24.941120150404,,,
2012/04/27 17:57:33.060,,-24.971368128144,,
2012/04/27 18:01:26.372,,,-25.023998798271,
2012/04/27 18:05:06.615,-24.936902174762,,,
2012/04/27 18:57:45.092,,-24.969015685174,,
2012/04/27 19:01:34.450,,,-25.020337890103,
2012/04/27 19:05:07.292,-24.948438376778,,,
2012/04/27 19:57:51.600,,-24.969102407102,,
2012/04/27 20:02:02.067,,,-25.032300408468,
2012/04/27 20:05:15.878,-24.941029315344,,,
2012/04/27 20:57:51.764,,-24.972868574667,,
2012/04/27 21:02:11.419,,,-25.029822847811,
2012/04/27 21:05:24.137,-24.94933433314,,,
2012/04/27 21:57:52.913,,-24.981070099818,,
2012/04/27 22:02:12.677,,,-25.028560603178,
2012/04/27 22:05:43.332,-24.950359770628,,,
2012/04/27 22:58:09.703,,-24.983372066176,,
2012/04/27 23:02:21.264,,,-25.04474698598,
2012/04/27 23:05:52.903,-24.949233750278,,,
2012/04/27 23:58:28.351,,-24.94597057166,,
2012/04/28 00:02:22.412,,,-25.061815162159,
2012/04/28 00:06:01.270,-25.029107085888,,,
2012/04/28 00:42:19.788,-25.134923898734,,,
2012/04/28 00:50:57.347,,,-25.163243084869,
2012/04/28 00:58:46.344,,-24.885932677022,,
2012/04/28 01:19:13.852,-25.238673724364,,,
2012/04/28 01:27:42.442,,,-25.26363530499,
2012/04/28 01:38:13.204,,-24.988470764051,,
2012/04/28 01:49:41.496,-25.341652225028,,,
2012/04/28 01:57:06.321,,,-25.367479119199,
2012/04/28 02:02:22.960,,-25.095691181634,,
2012/04/28 02:16:32.580,-25.444620225086,,,
2012/04/28 02:22:37.343,,-25.196004311641,,
2012/04/28 02:24:24.311,,,-25.483036795014,
2012/04/28 02:42:26.023,,-25.29907195029,,
2012/04/28 02:46:59.021,-25.548452628492,,,
2012/04/28 02:52:17.847,,,-25.583481884557,
2012/04/28 03:04:38.012,,-25.406992439186,,
2012/04/28 03:16:13.836,-25.660432754654,,,
2012/04/28 03:17:03.599,,,-25.686487975783,
2012/04/28 03:29:04.804,,-25.510347038216,,
2012/04/28 03:47:41.515,,,-25.7904234746,
2012/04/28 03:49:59.217,-25.760940123939,,,
2012/04/28 03:54:18.981,,-25.614132141626,,
2012/04/28 04:22:09.674,,,-25.890918607693,
2012/04/28 04:26:50.000,,-25.719113846013,,
2012/04/28 04:29:53.640,-25.863538470372,,,
2012/04/28 05:22:18.916,,,-25.922866460323,
2012/04/28 05:27:08.102,,-25.734851391624,,
2012/04/28 05:30:11.413,-25.854822246925,,,
2012/04/28 06:22:37.128,,,-25.898377961829,
2012/04/28 06:27:17.235,,-25.705900647845,,
2012/04/28 06:30:12.234,-25.818367603074,,,
2012/04/28 07:18:12.387,-25.715428639915,,,
2012/04/28 07:22:37.292,,,-25.799647407314,
2012/04/28 07:27:35.556,,-25.604390233618,,
2012/04/28 08:08:09.462,-25.612439059818,,,
2012/04/28 08:14:47.694,,,-25.695832023918,
2012/04/28 08:23:05.784,,-25.49924763004,,
2012/04/28 09:08:17.939,-25.512839159942,,,
2012/04/28 09:15:16.296,,,-25.595639344556,
2012/04/28 09:23:16.011,,-25.432660141851,,
2012/04/28 10:08:18.760,-25.429705942363,,,
2012/04/28 10:15:25.210,,,-25.505754185291,
2012/04/28 10:23:33.129,,-25.353839500414,,
2012/04/28 11:08:23.846,-25.347109648161,,,
2012/04/28 11:15:25.265,,,-25.431232943066,
2012/04/28 11:24:00.309,,-25.281814035689,,
2012/04/28 12:08:28.041,-25.277455727723,,,
2012/04/28 12:15:25.373,,,-25.380412160398,
2012/04/28 12:24:45.651,,-25.234301291921,,
2012/04/28 13:08:28.112,-25.227482172007,,,
2012/04/28 13:15:41.234,,,-25.319010403332,
2012/04/28 13:24:51.606,,-25.196940593504,,
2012/04/28 14:08:38.995,-25.181865952807,,,
2012/04/28 14:15:43.586,,,-25.274940333063,
2012/04/28 14:25:48.536,,-25.159478898551,,
2012/04/28 15:08:54.800,-25.140360624443,,,
2012/04/28 15:15:53.157,,,-25.236247550308,
2012/04/28 15:25:57.778,,-25.139022987609,,
2012/04/28 16:09:02.183,-25.103428596551,,,
2012/04/28 16:15:54.743,,,-25.207209581677,
2012/04/28 16:26:24.849,,-25.094379370044,,
2012/04/28 17:09:37.785,-25.082616394217,,,
2012/04/28 17:16:19.845,,,-25.176072301901,
2012/04/28 17:26:25.122,,-25.08530119123,,
2012/04/28 18:09:40.684,-25.06849009032,,,
2012/04/28 18:16:28.978,,,-25.153968526218,
2012/04/28 18:26:33.928,,-25.065260612636,,
2012/04/28 19:09:58.676,-25.042739132359,,,
2012/04/28 19:16:29.580,,,-25.140241914792,
2012/04/28 19:26:34.311,,-25.059052772186,,
2012/04/28 20:10:07.700,-25.011721850884,,,
2012/04/28 20:16:38.604,,,-25.111567626047,
2012/04/28 20:26:51.647,,-25.018868099782,,
2012/04/28 21:10:16.833,-24.993388799965,,,
2012/04/28 21:16:57.074,,,-25.079245644771,
2012/04/28 21:26:52.407,,-25.010282670615,,
2012/04/28 22:10:16.923,-24.978351432369,,,
2012/04/28 22:17:23.811,,,-25.069101653604,
2012/04/28 22:27:01.635,,-25.006329419822,,
2012/04/28 23:10:34.259,-24.965944303176,,,
2012/04/28 23:17:24.413,,,-25.06320006231,
2012/04/28 23:27:01.909,,-24.991671986024,,
2012/04/29 00:10:54.986,-24.953486833844,,,
2012/04/29 00:17:31.905,,,-25.057236086915,
2012/04/29 00:27:10.495,,-24.984204287243,,
2012/04/29 01:11:01.822,-24.948450876179,,,
2012/04/29 01:17:33.820,,,-25.053031127631,
2012/04/29 01:27:10.879,,-24.977341762466,,
2012/04/29 02:11:03.627,-24.944376834919,,,
2012/04/29 02:17:40.765,,,-25.028560603178,
2012/04/29 02:27:20.121,,-24.96864095228,,
2012/04/29 03:11:08.385,-24.931919689716,,,
2012/04/29 03:17:42.461,,,-25.02117835629,
2012/04/29 03:28:05.348,,-24.956647637696,,
2012/04/29 04:11:12.050,-24.918584162394,,,
2012/04/29 04:18:04.500,,,-25.011534724723,
2012/04/29 04:28:14.153,,-24.960262263093,,
2012/04/29 05:11:30.261,-24.905508893733,,,
2012/04/29 05:18:24.352,,,-25.011513027959,
2012/04/29 05:28:35.536,,-24.947857942858,,
2012/04/29 06:11:35.457,-24.903757049185,,,
2012/04/29 06:18:37.204,,,-24.997805967563,
2012/04/29 06:28:38.602,,-24.952322592201,,
2012/04/29 07:11:55.437,-24.90365646487,,,
2012/04/29 07:18:45.809,,,-24.995335377065,
2012/04/29 07:28:58.962,,-24.939088289087,,
2012/04/29 08:11:56.586,-24.906914405168,,,
2012/04/29 08:18:46.740,,,-24.994959277148,
2012/04/29 08:28:59.564,,-24.947812504593,,
2012/04/29 09:11:57.625,-24.899534182886,,,
2012/04/29 09:18:55.654,,,-24.987063196989,
2012/04/29 09:29:17.775,,-24.932299410487,,
2012/04/29 10:12:06.540,-24.901555036331,,,
2012/04/29 10:18:55.818,,,-24.993678056363,
2012/04/29 10:29:44.736,,-24.931802071076,,
2012/04/29 11:12:16.220,-24.899503898619,,,
2012/04/29 11:19:08.889,,,-24.991167674909,
2012/04/29 11:29:50.369,,-24.931651228491,,
2012/04/29 12:12:52.150,-24.899486980745,,,
2012/04/29 12:19:44.381,,,-24.994915883393,
2012/04/29 12:29:54.471,,-24.93543220104,,
2012/04/29 13:12:52.205,-24.898700395517,,,
2012/04/29 13:20:25.889,,,-24.983935531935,
2012/04/29 13:30:03.276,,-24.935353013918,,
2012/04/29 14:13:09.869,-24.897299487138,,,
2012/04/29 14:20:26.601,,,-24.986563036034,
2012/04/29 14:30:19.191,,-24.919296873431,,
2012/04/29 15:13:09.924,-24.892741324264,,,
2012/04/29 15:20:27.531,,,-24.966245967535,
2012/04/29 15:30:39.587,,-24.918695535783,,
2012/04/29 16:13:23.670,-24.878740985445,,,
2012/04/29 16:20:52.761,,,-24.973384673723,
2012/04/29 16:30:42.617,,-24.915088023036,,
2012/04/29 17:13:29.194,-24.886243070082,,,
2012/04/29 17:20:53.144,,,-24.966282204741,
2012/04/29 17:30:48.140,,-24.906741344993,,
2012/04/29 18:13:46.093,-24.87048603276,,,
2012/04/29 18:20:53.746,,,-24.974091890023,
2012/04/29 18:30:53.555,,-24.915044661331,,
2012/04/29 19:13:46.585,-24.870385027861,,,
2012/04/29 19:21:20.489,,,-24.968750834257,
2012/04/29 19:30:59.188,,-24.915044661331,,
2012/04/29 20:13:47.187,-24.877938159155,,,
2012/04/29 20:21:21.309,,,-24.972043136615,
2012/04/29 20:31:19.368,,-24.915070032542,,
2012/04/29 21:13:49.649,-24.878740985445,,,
2012/04/29 21:21:27.927,,,-24.974142208645,
2012/04/29 21:31:25.767,,-24.920038298449,,
2012/04/29 22:13:53.860,-24.898675250225,,,
2012/04/29 22:21:31.919,,,-24.978703267009,
2012/04/29 22:31:27.681,,-24.927499594891,,
2012/04/29 23:14:28.368,-24.894558017297,,,
2012/04/29 23:21:48.818,,,-24.976770277821,
2012/04/29 23:31:30.908,,-24.931251733323,,
2012/04/30 00:14:46.907,-24.894547959166,,,
2012/04/30 00:21:57.623,,,-24.982351057973,
2012/04/30 00:31:35.010,,-24.927545038219,,
2012/04/30 01:15:06.995,-24.898700395517,,,
2012/04/30 01:22:06.773,,,-24.982707117181,
2012/04/30 01:31:35.082,,-24.927549875819,,
2012/04/30 02:15:36.253,-24.891219051234,,,
2012/04/30 02:22:19.516,,,-24.982858075113,
2012/04/30 02:31:52.856,,-24.911734746966,,
2012/04/30 03:15:45.495,-24.906954500003,,,
2012/04/30 03:22:24.602,,,-24.982896808765,
2012/04/30 03:31:52.911,,-24.920112512321,,
2012/04/30 04:15:53.754,-24.899901305457,,,
2012/04/30 04:22:24.876,,,-24.991081656235,
2012/04/30 04:31:55.263,,-24.931752712799,,
2012/04/30 05:15:57.418,-24.90365646487,,,
2012/04/30 05:22:34.556,,,-24.982875432966,
2012/04/30 05:32:00.131,,-24.931651228491,,
2012/04/30 06:16:03.379,-24.911066826907,,,
2012/04/30 06:23:10.595,,,-24.994876736096,
2012/04/30 06:32:03.576,,-24.924224264297,,
2012/04/30 07:16:04.528,-24.919371654001,,,
2012/04/30 07:23:11.307,,,-24.992538141248,
2012/04/30 07:32:11.397,,-24.919994935388,,
2012/04/30 08:16:29.083,-24.911961580987,,,
2012/04/30 08:23:20.549,,,-24.999027208233,
2012/04/30 08:32:16.593,,-24.932450257989,,
2012/04/30 09:16:40.294,-24.909159683329,,,
2012/04/30 09:23:29.792,,,-24.975411765626,
2012/04/30 09:32:21.679,,-24.931802339718,,
2012/04/30 10:16:40.785,-24.91205242845,,,
2012/04/30 10:23:33.563,,,-24.991167674909,
2012/04/30 10:32:49.404,,-24.936551277528,,
2012/04/30 11:16:41.168,-24.911860996934,,,
2012/04/30 11:23:54.072,,,-24.987825813317,
2012/04/30 11:33:04.006,,-24.932450257989,,
2012/04/30 12:16:51.942,-24.916114130853,,,
2012/04/30 12:23:59.377,,,-25.003632033575,
2012/04/30 12:33:09.201,,-24.944804044231,,
2012/04/30 13:16:56.153,-24.916164884207,,,
2012/04/30 13:24:19.338,,,-25.007775960282,
2012/04/30 13:33:26.100,,-24.936702586134,,
2012/04/30 14:17:16.661,-24.924419214199,,,
2012/04/30 14:24:24.315,,,-25.004077495888,
2012/04/30 14:34:19.858,,-24.944930903249,,
2012/04/30 15:17:20.326,-24.91621563756,,,
2012/04/30 15:24:24.807,,,-25.003653499928,
2012/04/30 15:34:39.163,,-24.949057278343,,
2012/04/30 16:17:26.178,-24.914261570857,,,
2012/04/30 16:24:42.690,,,-25.000247198696,
2012/04/30 16:34:55.952,,-24.93661651948,,
2012/04/30 17:17:35.967,-24.883447343678,,,
2012/04/30 17:24:52.152,,,-25.005314225058,
2012/04/30 17:35:05.523,,-24.93661878208,,
2012/04/30 18:17:40.725,-24.920668784948,,,
2012/04/30 18:25:54.769,,,-24.996661328511,
2012/04/30 18:35:23.296,,-24.941304298119,,
2012/04/30 19:17:44.499,-24.922536445221,,,
2012/04/30 19:26:34.745,,,-25.007830203146,
2012/04/30 19:35:23.461,,-24.945254985377,,
2012/04/30 20:18:11.788,-24.927750207701,,,
2012/04/30 20:26:40.160,,,-25.01604556258,
2012/04/30 20:35:32.047,,-24.953158737611,,
2012/04/30 21:18:29.671,-24.924771098925,,,
2012/04/30 21:26:48.637,,,-25.010845336779,
2012/04/30 21:35:32.212,,-24.957310473652,,
2012/04/30 22:18:55.976,-24.928571747679,,,
2012/04/30 22:27:04.223,,,-25.016096343001,
2012/04/30 22:35:50.095,,-24.945322029537,,
2012/04/30 23:19:33.547,-24.936021325546,,,
2012/04/30 23:27:42.997,,,-25.000391235881,
2012/04/30 23:36:08.415,,-24.964712145994,,
2012/05/01 00:19:33.602,-24.924771098925,,,
2012/05/01 00:27:43.599,,,-25.020246761682,
2012/05/01 00:36:09.236,,-24.953801639107,,
2012/05/01 01:19:34.094,-24.93307583452,,,
2012/05/01 01:27:52.404,,,-25.008639151531,
2012/05/01 01:36:27.228,,-24.964838729908,,
2012/05/01 02:20:27.852,-24.932355305837,,,
2012/05/01 02:28:10.724,,,-25.008651203499,
2012/05/01 02:36:45.440,,-24.945334177446,,
2012/05/01 03:20:27.907,-24.938927911683,,,
2012/05/01 03:28:28.826,,,-25.012742630937,
2012/05/01 03:36:54.245,,-24.960267107063,,
2012/05/01 04:20:42.054,-24.936776214992,,,
2012/05/01 04:28:28.864,,,-25.016113106614,
2012/05/01 04:36:54.392,,-24.956662398933,,
2012/05/01 05:20:46.047,-24.935935825485,,,
2012/05/01 05:28:37.887,,,-25.007937765587,
2012/05/01 05:37:12.056,,-24.950914467685,,
2012/05/01 06:20:58.570,-24.928571747679,,,
2012/05/01 06:28:38.271,,,-25.011496329668,
2012/05/01 06:37:32.345,,-24.956560915426,,
2012/05/01 07:21:21.485,-25.019118673607,,,
2012/05/01 07:22:30.719,,-25.06324541143,,
2012/05/01 07:26:49.717,,,-25.114540056278,
2012/05/01 07:49:34.161,-25.125758167012,,,
2012/05/01 07:53:42.988,,-25.166903378668,,
2012/05/01 07:57:32.237,,,-25.218442412415,
2012/05/01 08:17:36.776,-25.226275151605,,,
2012/05/01 08:22:39.305,,-25.270826379711,,
2012/05/01 08:26:14.335,,,-25.322258353762,
2012/05/01 08:42:31.047,-25.329196164253,,,
2012/05/01 08:48:00.264,,-25.373760751796,,
2012/05/01 08:51:33.325,,,-25.426124016023,
2012/05/01 09:09:58.006,-25.429655199793,,,
2012/05/01 09:15:30.285,,-25.477526175102,,
2012/05/01 09:21:25.861,,,-25.534051042862,
2012/05/01 09:33:12.856,-25.539462122624,,,
2012/05/01 09:44:47.930,,-25.585439596344,,
2012/05/01 09:47:50.366,,,-25.64095090005,
2012/05/01 09:59:34.518,-25.63982919331,,,
2012/05/01 10:11:06.638,,-25.70439860025,,
2012/05/01 10:14:14.106,,,-25.747414356554,
2012/05/01 10:18:22.495,-25.74486113504,,,
2012/05/01 10:19:52.291,-25.628796630997,,,
2012/05/01 10:22:25.853,-25.730711744209,,,
2012/05/01 10:29:06.163,,,-25.854179256064,
2012/05/01 10:31:02.537,,,-25.744438671421,
2012/05/01 10:32:24.021,,,-25.874101709177,
2012/05/01 10:45:10.407,,-25.813503682608,,
2012/05/01 10:51:01.936,-25.830774565698,,,
2012/05/01 11:16:12.832,,-25.924107112958,,
2012/05/01 11:17:32.457,,,-25.980831153802,
2012/05/01 11:18:49.894,-25.96193998565,,,
2012/05/01 12:16:22.184,,-25.894496398143,,
2012/05/01 12:17:39.730,,,-26.014695031165,
2012/05/01 12:18:50.058,-25.951162222601,,,
2012/05/01 13:02:07.882,,-25.790609383891,,
2012/05/01 13:12:22.388,-25.850300480896,,,
2012/05/01 13:16:15.898,,,-25.911710564343,
2012/05/01 13:57:37.268,,-25.690223749009,,
2012/05/01 14:00:04.923,-25.745357788316,,,
2012/05/01 14:07:38.936,,,-25.810143441485,
2012/05/01 14:44:43.719,,-25.587105266139,,
2012/05/01 14:52:16.091,-25.644884136011,,,
2012/05/01 15:01:12.681,,,-25.704521768473,
2012/05/01 15:44:52.961,,-25.487562359704,,
2012/05/01 15:45:32.664,-25.54195018705,,,
2012/05/01 15:51:54.599,,,-25.597963040463,
2012/05/01 16:42:14.533,-25.435292003701,,,
2012/05/01 16:43:59.532,,-25.384145515618,,
2012/05/01 16:51:55.311,,,-25.546461865037,
2012/05/01 17:42:32.963,-25.372142851199,,,
2012/05/01 17:43:59.587,,-25.33717578025,,
2012/05/01 17:52:04.662,,,-25.459381993449,
2012/05/01 18:42:33.456,-25.309809863938,,,
2012/05/01 18:44:02.049,,-25.263409580723,,
2012/05/01 18:52:26.592,,,-25.385435468904,
2012/05/01 19:43:06.104,-25.247485532821,,,
2012/05/01 19:44:07.244,,-25.221847775101,,
2012/05/01 19:53:24.944,,,-25.343062353937,
2012/05/01 20:43:25.409,-25.210016972951,,,
2012/05/01 20:44:09.159,,-25.172482019525,,
2012/05/01 20:53:36.483,,,-25.277441621128,
2012/05/01 21:43:31.917,-25.164546450525,,,
2012/05/01 21:44:17.636,,-25.135226799196,,
2012/05/01 21:53:52.616,,,-25.234534373711,
2012/05/01 22:43:45.418,-25.142417050523,,,
2012/05/01 22:44:18.011,,-25.114267420897,,
2012/05/01 22:53:52.882,,,-25.223287098578,
2012/05/01 23:43:45.473,-25.07509571233,,,
2012/05/01 23:44:18.066,,-25.076703936806,,
2012/05/01 23:53:53.047,,,-25.170968896292,
2012/05/02 00:43:46.075,-25.08084523236,,,
2012/05/02 00:44:45.137,,-25.05390146347,,
2012/05/02 00:54:01.414,,,-25.141670789291,
2012/05/02 01:43:54.223,-25.05639814605,,,
2012/05/02 01:44:45.192,,-25.0489984286,,
2012/05/02 01:54:01.470,,,-25.152640391916,
2012/05/02 02:44:03.357,-25.030535092701,,,
2012/05/02 02:44:54.325,,-25.035887328688,,
2012/05/02 02:54:01.962,,,-25.11167980121,
2012/05/02 03:44:04.287,-25.00797295944,,,
2012/05/02 03:45:00.286,,-25.019535577736,,
2012/05/02 03:54:10.002,,,-25.083408004765,
2012/05/02 04:44:04.451,-24.992119207965,,,
2012/05/02 04:45:33.919,,-25.007181161444,,
2012/05/02 04:54:11.150,,,-25.081086904779,
2012/05/02 05:44:37.318,-24.990859094322,,,
2012/05/02 05:46:33.146,,-25.005556276833,,
2012/05/02 05:54:20.174,,,-25.078366833431,
2012/05/02 06:44:41.202,-24.982957310711,,,
2012/05/02 06:46:51.576,,-24.984351661806,,
2012/05/02 06:54:29.635,,,-25.061198570107,
2012/05/02 07:44:49.575,-24.96234686571,,,
2012/05/02 07:46:51.855,,-24.982169570903,,
2012/05/02 07:54:56.821,,,-25.046044690844,
2012/05/02 08:44:59.364,-24.969039530524,,,
2012/05/02 08:46:52.457,,-24.982142354198,,
2012/05/02 08:55:05.845,,,-25.038005150601,
2012/05/02 09:44:59.638,-24.95342926261,,,
2012/05/02 09:46:52.731,,-24.972817834006,,
2012/05/02 09:55:06.119,,,-25.08772074883,
2012/05/02 10:45:05.381,-24.945584342759,,,
2012/05/02 10:47:37.958,,-24.957382437029,,
2012/05/02 10:55:15.033,,,-25.02530680013,
2012/05/02 11:45:08.608,-24.924871684219,,,
2012/05/02 11:47:55.731,,-24.954846465287,,
2012/05/02 11:55:39.150,,,-25.021108515949,
2012/05/02 12:45:08.663,-24.9498384239,,,
2012/05/02 12:48:04.865,,-24.961360256246,,
2012/05/02 12:55:42.487,,,-25.005003233438,
2012/05/02 13:45:17.796,-24.933298228939,,,
2012/05/02 13:48:14.107,,-24.953659174962,,
2012/05/02 13:55:42.651,,,-25.01285596744,
2012/05/02 14:45:17.851,-24.956732428895,,,
2012/05/02 14:48:14.162,,-24.945254524064,,
2012/05/02 14:55:43.472,,,-25.01271239248,
2012/05/02 15:45:18.609,-24.936831379808,,,
2012/05/02 15:48:14.702,,-24.949157842812,,
2012/05/02 15:55:53.308,,,-25.012755326472,
2012/05/02 16:45:36.398,-24.933149506772,,,
2012/05/02 16:48:20.350,,-24.949057278343,,
2012/05/02 16:56:01.691,,,-25.016057615383,
2012/05/02 17:45:38.094,-24.933126588435,,,
2012/05/02 17:48:56.827,,-24.944948894164,,
2012/05/02 17:56:04.699,,,-25.008600421291,
2012/05/02 18:45:45.586,-24.933264098384,,,
2012/05/02 18:49:00.382,,-24.944930903249,,
2012/05/02 18:56:11.317,,,-25.008600421291,
2012/05/02 19:45:46.626,-24.928724007137,,,
2012/05/02 19:49:01.203,,-24.94116790306,,
2012/05/02 19:56:17.497,,,-25.008600421291,
2012/05/02 20:45:55.431,-24.926673875092,,,
2012/05/02 20:49:19.195,,-24.936702586133,,
2012/05/02 20:56:24.333,,,-25.008600421291,
2012/05/02 21:46:03.580,-24.924821391573,,,
2012/05/02 21:49:22.313,,-24.941052882193,,
2012/05/02 21:56:48.341,,,-25.014241982748,
2012/05/02 22:46:22.884,-24.926875324872,,,
2012/05/02 22:49:58.789,,-24.949057278343,,
2012/05/02 22:56:51.240,,,-25.000290594515,
2012/05/02 23:46:22.940,-24.928525910764,,,
2012/05/02 23:50:04.751,,-24.968965404906,,
2012/05/02 23:56:57.639,,,-25.01502795187,
2012/05/03 00:46:58.869,-24.924871684219,,,
2012/05/03 00:50:12.353,,-24.949006996108,,
2012/05/03 00:57:24.272,,,-25.004061462323,
2012/05/03 01:46:58.922,-24.926520627519,,,
2012/05/03 01:50:22.468,,-24.928773381084,,
2012/05/03 01:57:26.293,,,-25.000290594515,
2012/05/03 02:47:05.649,-24.916214714771,,,
2012/05/03 02:50:40.570,,-24.940105321499,,
2012/05/03 02:57:32.145,,,-25.000290594515,
2012/05/03 03:47:11.720,-24.924469967419,,,
2012/05/03 03:50:40.734,,-24.934551281545,,
2012/05/03 03:57:53.747,,,-24.99613567292,
2012/05/03 04:47:27.197,-24.928567175701,,,
2012/05/03 04:50:40.789,,-24.944206657858,,
2012/05/03 04:58:00.474,,,-25.00399961855,
2012/05/03 05:47:38.299,-24.924419214199,,,
2012/05/03 05:50:41.829,,-24.932821190801,,
2012/05/03 05:58:09.826,,,-24.996092277044,
2012/05/03 06:47:45.354,-24.916204976544,,,
2012/05/03 06:50:46.696,,-24.932450257989,,
2012/05/03 06:58:10.537,,,-24.999929311637,
2012/05/03 07:47:54.049,-24.922317568784,,,
2012/05/03 07:50:51.345,,-24.936551277529,,
2012/05/03 07:58:19.014,,,-24.990350576529,
2012/05/03 08:48:12.479,-24.921140813133,,,
2012/05/03 08:51:08.681,,-24.939963151584,,
2012/05/03 08:58:46.085,,,-24.995302892671,
2012/05/03 09:48:13.081,-24.923523225964,,,
2012/05/03 09:51:09.502,,-24.94402772327,,
2012/05/03 09:58:46.796,,,-24.99524417086,
2012/05/03 10:48:18.933,-24.924376304658,,,
2012/05/03 10:51:09.775,,-24.941119926442,,
2012/05/03 10:58:55.490,,,-24.991613352915,
2012/05/03 11:48:21.502,-24.91240939645,,,
2012/05/03 11:51:27.766,,-24.933380368955,,
2012/05/03 11:58:55.764,,,-24.996048881166,
2012/05/03 12:48:29.651,-24.924469877351,,,
2012/05/03 12:51:37.009,,-24.941198891222,,
2012/05/03 12:58:55.928,,,-24.99613567292,
2012/05/03 13:48:39.987,-24.919543424185,,,
2012/05/03 13:51:39.142,,-24.944955813747,,
2012/05/03 13:58:56.092,,,-25.003646498358,
2012/05/03 14:48:42.120,-24.924469506027,,,
2012/05/03 14:51:45.541,,-24.944905531446,,
